COREF	start_token	end_token	prop	cat	text	book	page
-1	40	40	PRON	PER	their	mdp.39015043788846	029
-1	47	47	PRON	PER	they	mdp.39015043788846	029
-1	49	51	NOM	PER	the last ones	mdp.39015043788846	029
1	61	62	PROP	PER	Sweeping Robes	mdp.39015043788846	029
-1	64	64	PRON	PER	we	mdp.39015043788846	029
-1	66	66	PRON	PER	them	mdp.39015043788846	029
-1	69	70	NOM	FAC	the freeway	mdp.39015043788846	029
-1	71	71	PRON	VEH	it	mdp.39015043788846	029
-1	81	102	NOM	PER	Some of the boys who stayed behind teased us that our grandfather came all the way from Chinle to pick us up	mdp.39015043788846	029
-1	89	89	PRON	PER	us	mdp.39015043788846	029
-1	91	91	PRON	PER	our	mdp.39015043788846	029
-1	91	92	NOM	PER	our grandfather	mdp.39015043788846	029
2	98	98	PROP	PER	Chinle	mdp.39015043788846	029
-1	101	101	PRON	PER	us	mdp.39015043788846	029
-1	104	105	NOM	PER	Someone else	mdp.39015043788846	029
-1	114	114	PRON	PER	him	mdp.39015043788846	029
0	119	121	PROP	FAC	Nine Mile Hill	mdp.39015043788846	029
-1	123	124	NOM	FAC	the school	mdp.39015043788846	029
-1	126	126	NOM	PER	Another	mdp.39015043788846	029
-1	128	128	PRON	PER	our	mdp.39015043788846	029
-1	128	129	NOM	PER	our grandmother	mdp.39015043788846	029
-1	135	136	NOM	VEH	the bus	mdp.39015043788846	029
-1	138	138	PRON	PER	her	mdp.39015043788846	029
-1	149	149	PRON	PER	We	mdp.39015043788846	029
-1	152	152	PRON	PER	our	mdp.39015043788846	029
-1	152	154	NOM	PER	our old grandpa	mdp.39015043788846	029
-1	157	168	NOM	GPE	a big city with grandma running in her long skirts and moccasins	mdp.39015043788846	029
-1	161	161	NOM	PER	grandma	mdp.39015043788846	029
-1	164	164	PRON	PER	her	mdp.39015043788846	029
-1	170	170	PRON	PER	Our	mdp.39015043788846	029
-1	170	171	NOM	PER	Our grandpas	mdp.39015043788846	029
-1	173	191	NOM	PER	grandmas who might read and write only a little English , if any . Then one of the girls	mdp.39015043788846	029
-1	188	191	NOM	PER	one of the girls	mdp.39015043788846	029
-1	190	191	NOM	PER	the girls	mdp.39015043788846	029
-1	9	11	NOM	GPE	Arizona Daily Star	uva.x000083545	196
-1	17	22	NOM	PER	Yaqui Poet Produces Belles Lettres Here	uva.x000083545	196
2	35	36	PROP	PER	Bernice Cosulich	uva.x000083545	196
-1	38	38	NOM	PER	reporter	uva.x000083545	196
-1	40	41	NOM	PER	Tucson historian	uva.x000083545	196
3	43	44	PROP	PER	Refugio Savala	uva.x000083545	196
-1	46	50	NOM	PER	a Yaqui of Pascua village	uva.x000083545	196
0	49	50	PROP	GPE	Pascua village	uva.x000083545	196
-1	56	60	NOM	FAC	the Southern Pacific Railroad system	uva.x000083545	196
-1	64	64	PRON	PER	his	uva.x000083545	196
-1	71	71	NOM	PER	one	uva.x000083545	196
-1	76	81	NOM	PER	this quiet man of 38 years	uva.x000083545	196
-1	83	88	NOM	PER	a literary giant among his tribesmen	uva.x000083545	196
-1	87	87	PRON	PER	his	uva.x000083545	196
-1	87	88	NOM	PER	his tribesmen	uva.x000083545	196
-1	90	90	PRON	PER	They	uva.x000083545	196
-1	97	97	PRON	PER	his	uva.x000083545	196
-1	97	98	NOM	PER	his parents	uva.x000083545	196
-1	109	111	NOM	PER	the Yaqui people	uva.x000083545	196
-1	118	118	PRON	PER	They	uva.x000083545	196
3	122	123	PROP	PER	Refugio Savala	uva.x000083545	196
-1	125	140	NOM	PER	a language teacher for none other than a Guggenheim fellowship holder and University of Arizona instructor	uva.x000083545	196
-1	137	140	NOM	PER	University of Arizona instructor	uva.x000083545	196
1	139	139	PROP	GPE	Arizona	uva.x000083545	196
4	142	145	PROP	PER	Dr. Edward H. Spicer	uva.x000083545	196
3	148	149	PROP	PER	Refugio Savala	uva.x000083545	196
-1	162	162	PRON	PER	himself	uva.x000083545	196
-1	164	167	NOM	PER	a man of letters	uva.x000083545	196
-1	0	0	PRON	PER	He	mdp.39076001498182	164
4	2	2	PROP	PER	Montgomery	mdp.39076001498182	164
4	2	24	PROP	PER	Montgomery ( who was killed in battle ) and the soon - to - beinfamous General Benedict Arnold at the Battle of Quebec	mdp.39076001498182	164
4	18	19	PROP	PER	Benedict Arnold	mdp.39076001498182	164
0	21	24	PROP	LOC	the Battle of Quebec	mdp.39076001498182	164
1	24	24	PROP	GPE	Quebec	mdp.39076001498182	164
1	37	37	PROP	GPE	Quebec	mdp.39076001498182	164
2	47	47	PROP	GPE	Montreal	mdp.39076001498182	164
5	53	54	PROP	PER	Colonel Fraser	mdp.39076001498182	164
3	59	60	PROP	GPE	Mount Murray	mdp.39076001498182	164
1	62	62	PROP	GPE	Quebec	mdp.39076001498182	164
-1	64	64	PRON	PER	She	mdp.39076001498182	164
-1	70	82	NOM	PER	most Indian women involved in liaisons with white men of the fur trade	mdp.39076001498182	164
-1	77	82	NOM	PER	white men of the fur trade	mdp.39076001498182	164
-1	87	87	PRON	PER	her	mdp.39076001498182	164
-1	87	91	NOM	PER	"her first white "" husband"	mdp.39076001498182	164
6	94	96	PROP	PER	Dr. John McLoughlin	mdp.39076001498182	164
-1	101	101	PRON	PER	he	mdp.39076001498182	164
2	108	108	PROP	GPE	Montreal	mdp.39076001498182	164
-1	113	113	PRON	PER	he	mdp.39076001498182	164
-1	117	117	PRON	PER	himself	mdp.39076001498182	164
-1	119	121	NOM	PER	an Indian wife	mdp.39076001498182	164
-1	126	130	NOM	PER	four half - Indian stepchildren	mdp.39076001498182	164
6	133	133	PROP	PER	John	mdp.39076001498182	164
7	135	135	PROP	PER	Margaret	mdp.39076001498182	164
-1	142	142	PRON	PER	his	mdp.39076001498182	164
-1	8	8	PRON	PER	he	uc1.32106006887498	104
0	20	20	PRON	PER	I	uc1.32106006887498	104
0	24	24	PRON	PER	myself	uc1.32106006887498	104
-1	33	33	PRON	PER	his	uc1.32106006887498	104
-1	33	34	NOM	PER	his cousins	uc1.32106006887498	104
2	37	38	PROP	PER	the Navajo	uc1.32106006887498	104
3	44	44	PROP	PER	Coyote	uc1.32106006887498	104
-1	57	57	PRON	PER	he	uc1.32106006887498	104
3	68	68	PROP	PER	Coyote	uc1.32106006887498	104
0	70	70	PRON	PER	I	uc1.32106006887498	104
-1	73	73	PRON	PER	he	uc1.32106006887498	104
-1	80	80	NOM	PER	everyone	uc1.32106006887498	104
-1	86	86	PRON	PER	he	uc1.32106006887498	104
-1	101	101	PRON	PER	He	uc1.32106006887498	104
-1	105	105	PRON	PER	you	uc1.32106006887498	104
-1	109	109	PRON	PER	he	uc1.32106006887498	104
-1	112	112	NOM	PER	people	uc1.32106006887498	104
-1	120	120	PRON	PER	me	uc1.32106006887498	104
-1	122	122	PRON	PER	you	uc1.32106006887498	104
-1	124	124	PRON	PER	I	uc1.32106006887498	104
1	127	127	PROP	GPE	Isleta	uc1.32106006887498	104
-1	129	129	PRON	PER	I	uc1.32106006887498	104
-1	147	147	PRON	PER	He	uc1.32106006887498	104
-1	149	151	NOM	PER	a pretty sister	uc1.32106006887498	104
0	0	0	PRON	PER	I	uva.x000083545	165
0	10	10	PRON	PER	me	uva.x000083545	165
-1	15	16	NOM	PER	the boys	uva.x000083545	165
0	18	18	PRON	PER	me	uva.x000083545	165
-1	19	19	NOM	FAC	home	uva.x000083545	165
1	21	21	PROP	PER	Fernando	uva.x000083545	165
-1	24	25	NOM	VEH	a car	uva.x000083545	165
0	27	27	PRON	PER	I	uva.x000083545	165
0	29	29	PRON	PER	I	uva.x000083545	165
-1	33	33	NOM	FAC	hospitalization	uva.x000083545	165
0	36	36	PRON	PER	I	uva.x000083545	165
-1	39	40	NOM	FAC	the hospital	uva.x000083545	165
0	0	1	PROP	GPE	Great Britain	mdp.39076001498182	163
1	3	5	PROP	LOC	the Columbia River	mdp.39076001498182	163
6	15	15	PROP	PER	McLoughlin	mdp.39076001498182	163
2	17	18	PROP	GPE	Fort Vancouver	mdp.39076001498182	163
-1	20	25	NOM	LOC	the north bank of the river	mdp.39076001498182	163
-1	24	25	NOM	LOC	the river	mdp.39076001498182	163
3	30	30	PROP	GPE	Canada	mdp.39076001498182	163
-1	36	39	NOM	GPE	the state of Washington	mdp.39076001498182	163
4	39	39	PROP	GPE	Washington	mdp.39076001498182	163
-1	44	44	NOM	PER	Americans	mdp.39076001498182	163
7	52	53	PROP	PER	James Polk	mdp.39076001498182	163
-1	67	67	PRON	PER	he	mdp.39076001498182	163
-1	78	83	NOM	LOC	the southern tip of Russian Alaska	mdp.39076001498182	163
5	82	83	PROP	LOC	Russian Alaska	mdp.39076001498182	163
6	86	88	PROP	PER	Chief Factor McLoughlin	mdp.39076001498182	163
2	90	91	PROP	GPE	Fort Vancouver	mdp.39076001498182	163
8	93	93	PROP	PER	Gram	mdp.39076001498182	163
-1	93	95	NOM	PER	Gram 's pa	mdp.39076001498182	163
-1	98	100	NOM	PER	a little boy	mdp.39076001498182	163
0	0	0	PRON	PER	My	mdp.39015053751635	225
0	11	11	PRON	PER	my	mdp.39015053751635	225
0	25	25	PRON	PER	me	mdp.39015053751635	225
0	27	27	PRON	PER	I	mdp.39015053751635	225
0	31	31	PRON	PER	my	mdp.39015053751635	225
0	36	36	PRON	PER	I	mdp.39015053751635	225
1	41	42	PROP	FAC	Bell Brook	mdp.39015053751635	225
2	45	47	PROP	FAC	Middle Grove Road	mdp.39015053751635	225
3	54	55	PROP	FAC	State Road	mdp.39015053751635	225
0	61	61	PRON	PER	I	mdp.39015053751635	225
0	64	64	PRON	PER	my	mdp.39015053751635	225
-1	7	8	NOM	PER	eleven men	uva.x000083545	191
0	14	14	PROP	GPE	Sonora	uva.x000083545	191
-1	27	29	NOM	PER	the Yaqui people	uva.x000083545	191
-1	31	33	NOM	ORG	the Mexican government	uva.x000083545	191
-1	35	35	PRON	PER	They	uva.x000083545	191
-1	39	46	NOM	PER	a detachment of U.S. Cavalry from Fort Huachuca	uva.x000083545	191
5	42	43	PROP	PER	U.S. Cavalry	uva.x000083545	191
1	45	46	PROP	GPE	Fort Huachuca	uva.x000083545	191
2	51	51	PROP	GPE	Tucson	uva.x000083545	191
-1	60	62	NOM	GPE	the United States	uva.x000083545	191
3	69	69	PROP	GPE	Mexico	uva.x000083545	191
6	79	80	PROP	PER	Tucson Yaquis	uva.x000083545	191
-1	82	86	NOM	PER	a man named Juan Pistola	uva.x000083545	191
7	85	86	PROP	PER	Juan Pistola	uva.x000083545	191
8	88	89	PROP	PER	Juan Muñoz	uva.x000083545	191
-1	93	93	PRON	PER	their	uva.x000083545	191
-1	93	94	NOM	PER	their spokesman	uva.x000083545	191
-1	105	106	NOM	PER	The men	uva.x000083545	191
-1	112	112	PRON	PER	they	uva.x000083545	191
-1	114	114	PRON	PER	their	uva.x000083545	191
-1	114	115	NOM	PER	their families	uva.x000083545	191
7	117	117	PROP	PER	Pistola	uva.x000083545	191
-1	119	129	NOM	PER	a leader in Yaqui relations with the Anglo community in Tucson	uva.x000083545	191
4	122	122	PROP	GPE	Yaqui	uva.x000083545	191
-1	125	129	NOM	PER	the Anglo community in Tucson	uva.x000083545	191
2	129	129	PROP	GPE	Tucson	uva.x000083545	191
0	8	8	PRON	PER	I	mdp.39015043788846	045
2	11	11	PROP	PER	Edgar	mdp.39015043788846	045
0	13	13	PRON	PER	I	mdp.39015043788846	045
3	15	15	PROP	PER	Viv	mdp.39015043788846	045
-1	20	21	NOM	FAC	the houses	mdp.39015043788846	045
1	23	24	PROP	FAC	Tanoan Hall	mdp.39015043788846	045
-1	26	26	PRON	PER	We	mdp.39015043788846	045
-1	31	35	NOM	PER	the last of the students	mdp.39015043788846	045
-1	34	35	NOM	PER	the students	mdp.39015043788846	045
-1	39	40	NOM	FAC	dining room	mdp.39015043788846	045
-1	43	43	PRON	PER	We	mdp.39015043788846	045
2	46	46	PROP	PER	Edgar	mdp.39015043788846	045
-1	74	76	NOM	PER	the dorm attendants	mdp.39015043788846	045
-1	78	78	NOM	PER	students	mdp.39015043788846	045
-1	89	90	NOM	FAC	other dorms	mdp.39015043788846	045
2	102	102	PROP	PER	Edgar	mdp.39015043788846	045
-1	105	105	PRON	PER	We	mdp.39015043788846	045
2	111	111	PROP	PER	Edgar	mdp.39015043788846	045
0	114	114	PRON	PER	me	mdp.39015043788846	045
0	130	130	PRON	PER	I	mdp.39015043788846	045
4	136	136	PROP	PER	Winstons	mdp.39015043788846	045
0	138	138	PRON	PER	my	mdp.39015043788846	045
-1	141	141	PRON	PER	we	mdp.39015043788846	045
-1	155	155	PRON	PER	your	mdp.39015043788846	045
-1	1	1	PRON	PER	he	inu.39000000903711	088
-1	4	31	NOM	GPE	a part of that landscape where he lived so long and of the family he left behind that even I who never met him see him walking there	inu.39000000903711	088
-1	10	10	PRON	PER	he	inu.39000000903711	088
-1	16	31	NOM	PER	the family he left behind that even I who never met him see him walking there	inu.39000000903711	088
-1	18	18	PRON	PER	he	inu.39000000903711	088
0	23	23	PRON	PER	I	inu.39000000903711	088
-1	27	27	PRON	PER	him	inu.39000000903711	088
-1	29	29	PRON	PER	him	inu.39000000903711	088
-1	38	38	PRON	PER	he	inu.39000000903711	088
-1	41	41	NOM	FAC	home	inu.39000000903711	088
2	116	116	PROP	PER	Iyudaliha	inu.39000000903711	088
1	151	151	PROP	GPE	Asesgo	inu.39000000903711	088
1	11	11	PROP	PER	Yaquis	uva.x000083545	131
2	13	13	PROP	PER	Yoris	uva.x000083545	131
-1	19	20	NOM	FAC	the ranch	uva.x000083545	131
0	22	22	PRON	PER	I	uva.x000083545	131
-1	27	28	NOM	VEH	the car	uva.x000083545	131
3	31	32	PROP	PER	Aunt Josefina	uva.x000083545	131
0	41	41	PRON	PER	I	uva.x000083545	131
4	44	45	PROP	PER	Ignacio Maestro	uva.x000083545	131
-1	47	47	PRON	PER	We	uva.x000083545	131
-1	54	57	NOM	FAC	the Reed Ranch alley	uva.x000083545	131
5	60	60	PROP	PER	Pascua	uva.x000083545	131
-1	62	62	PRON	PER	he	uva.x000083545	131
0	64	64	PRON	PER	me	uva.x000083545	131
-1	67	67	PRON	PER	him	uva.x000083545	131
0	75	75	PRON	PER	I	uva.x000083545	131
0	79	79	PRON	PER	I	uva.x000083545	131
-1	81	82	NOM	FAC	the ranch	uva.x000083545	131
6	83	83	PROP	PER	Lina	uva.x000083545	131
-1	85	85	PRON	PER	she	uva.x000083545	131
0	91	91	PRON	PER	me	uva.x000083545	131
0	93	93	PRON	PER	I	uva.x000083545	131
-1	6	17	NOM	LOC	a wide stretch of sandy ground where the sun beat down hot	uc1.b4102033	174
-1	23	23	PRON	PER	him	uc1.b4102033	174
-1	25	31	NOM	LOC	this world of which he was Chief	uc1.b4102033	174
-1	29	29	PRON	PER	he	uc1.b4102033	174
1	31	31	PROP	PER	Chief	uc1.b4102033	174
-1	35	35	PRON	PER	he	uc1.b4102033	174
2	38	38	PROP	PER	Beaver	uc1.b4102033	174
-1	41	41	PRON	PER	You	uc1.b4102033	174
-1	45	45	PRON	PER	your	uc1.b4102033	174
0	49	49	PRON	PER	I	uc1.b4102033	174
0	56	56	PRON	PER	I	uc1.b4102033	174
-1	58	58	NOM	PER	Chief	uc1.b4102033	174
0	5	5	PRON	PER	my	wu.89060396363	085
-1	5	6	NOM	FAC	my cabin	wu.89060396363	085
0	8	8	PRON	PER	I	wu.89060396363	085
0	15	15	PRON	PER	I	wu.89060396363	085
1	22	22	PROP	PER	Papati	wu.89060396363	085
-1	24	25	NOM	PER	the priest	wu.89060396363	085
0	28	28	PRON	PER	I	wu.89060396363	085
2	30	30	PROP	PER	Archie	wu.89060396363	085
0	36	36	PRON	PER	me	wu.89060396363	085
3	39	40	PROP	PER	Father B.	wu.89060396363	085
-1	46	48	NOM	PER	the two men	wu.89060396363	085
-1	65	65	PRON	PER	his	wu.89060396363	085
3	68	69	PROP	PER	Father B.	wu.89060396363	085
-1	71	71	PRON	PER	us	wu.89060396363	085
-1	76	76	PRON	PER	us	wu.89060396363	085
-1	78	78	PRON	PER	he	wu.89060396363	085
4	82	82	PROP	PER	Entrez	wu.89060396363	085
-1	86	86	PRON	PER	I	wu.89060396363	085
-1	97	97	PRON	PER	you	wu.89060396363	085
2	5	6	PROP	PER	Mary Robinson	wu.89060396363	049
3	10	10	PROP	PER	Naharrenou	wu.89060396363	049
-1	12	15	NOM	PER	the band of rebels	wu.89060396363	049
-1	24	24	PRON	PER	their	wu.89060396363	049
4	30	30	PROP	PER	Kanistonou	wu.89060396363	049
3	32	32	PROP	PER	Naharrenou	wu.89060396363	049
2	35	36	PROP	PER	Mary Robinson	wu.89060396363	049
-1	40	40	PRON	PER	her	wu.89060396363	049
-1	40	42	NOM	PER	her own people	wu.89060396363	049
-1	50	50	PRON	PER	her	wu.89060396363	049
3	56	56	PROP	PER	Naharrenou	wu.89060396363	049
-1	59	59	PRON	PER	her	wu.89060396363	049
-1	65	89	NOM	PER	a relative of his in Oka , who had preferred to stay there under foreign laws and restrictions rather than join the fight for freedom	wu.89060396363	049
-1	68	68	PRON	PER	his	wu.89060396363	049
1	70	70	PROP	GPE	Oka	wu.89060396363	049
-1	77	80	NOM	GPE	there under foreign laws	wu.89060396363	049
2	91	91	PROP	PER	Mary	wu.89060396363	049
-1	100	100	PRON	PER	his	wu.89060396363	049
-1	104	104	PRON	PER	she	wu.89060396363	049
3	106	106	PROP	PER	Naharrenou	wu.89060396363	049
-1	111	111	PRON	PER	his	wu.89060396363	049
-1	113	113	PRON	PER	he	wu.89060396363	049
-1	116	116	PRON	PER	his	wu.89060396363	049
-1	116	117	NOM	PER	his relative	wu.89060396363	049
-1	122	122	PRON	PER	his	wu.89060396363	049
-1	122	124	NOM	PER	his two grandchildren	wu.89060396363	049
-1	127	127	PRON	PER	they	wu.89060396363	049
0	131	131	PRON	PER	I	wu.89060396363	049
2	150	150	PROP	PER	Mary	wu.89060396363	049
-1	159	159	PRON	PER	her	wu.89060396363	049
5	163	164	PROP	PER	the Mohawks	wu.89060396363	049
-1	172	181	NOM	PER	the few women who had survived the soldiers ' attack	wu.89060396363	049
-1	178	179	NOM	PER	the soldiers	wu.89060396363	049
6	183	183	PROP	PER	Grandma	wu.89060396363	049
-1	189	189	PRON	PER	she	wu.89060396363	049
-1	192	192	PRON	PER	I	wu.89060396363	049
6	206	206	PROP	PER	Grandma	wu.89060396363	049
-1	214	214	PRON	PER	she	wu.89060396363	049
-1	220	220	PRON	PER	she	wu.89060396363	049
-1	224	225	NOM	FAC	the convent	wu.89060396363	049
1	229	229	PROP	GPE	Oka	wu.89060396363	049
-1	232	236	NOM	PER	the rest of the refugees	wu.89060396363	049
-1	235	236	NOM	PER	the refugees	wu.89060396363	049
6	240	240	PROP	PER	Grandma	wu.89060396363	049
-1	246	247	NOM	PER	many people	wu.89060396363	049
-1	251	251	PRON	PER	they	wu.89060396363	049
0	253	253	PRON	PER	my	wu.89060396363	049
0	256	256	PRON	PER	I	wu.89060396363	049
0	260	260	PRON	PER	I	wu.89060396363	049
0	266	266	PRON	PER	I	wu.89060396363	049
-1	270	271	NOM	FAC	the convent	wu.89060396363	049
-1	277	278	NOM	PER	everybody else	wu.89060396363	049
-1	2	4	NOM	PER	the Hostile men	mdp.39015046352020	089
-1	6	7	NOM	PER	the Friendlies	mdp.39015046352020	089
-1	10	11	NOM	FAC	each home	mdp.39015046352020	089
-1	15	16	NOM	PER	each family	mdp.39015046352020	089
-1	19	19	PRON	PER	them	mdp.39015046352020	089
-1	23	23	PRON	PER	their	mdp.39015046352020	089
-1	23	24	NOM	PER	their menfolk	mdp.39015046352020	089
-1	26	31	NOM	LOC	the other side of The Line	mdp.39015046352020	089
-1	30	31	NOM	FAC	The Line	mdp.39015046352020	089
-1	39	39	NOM	PER	men	mdp.39015046352020	089
-1	41	41	NOM	PER	women	mdp.39015046352020	089
-1	44	44	NOM	PER	children	mdp.39015046352020	089
-1	49	49	PRON	PER	their	mdp.39015046352020	089
-1	49	50	NOM	FAC	their houses	mdp.39015046352020	089
0	52	52	PROP	PER	Tewaquaptewa	mdp.39015046352020	089
-1	52	54	NOM	FAC	Tewaquaptewa 's house	mdp.39015046352020	089
-1	58	59	NOM	GPE	the village	mdp.39015046352020	089
0	68	68	PROP	PER	Tewaquaptewa	mdp.39015046352020	089
-1	70	70	PRON	PER	his	mdp.39015046352020	089
-1	70	72	NOM	PER	his excited followers	mdp.39015046352020	089
-1	74	75	NOM	PER	Those resisting	mdp.39015046352020	089
-1	77	77	PRON	PER	their	mdp.39015046352020	089
-1	86	87	NOM	PER	the majority	mdp.39015046352020	089
-1	94	98	NOM	PER	the men with set faces	mdp.39015046352020	089
-1	100	101	NOM	PER	the women	mdp.39015046352020	089
-1	103	103	NOM	PER	children	mdp.39015046352020	089
0	0	0	PRON	PER	I	uva.x000083545	109
0	2	2	PRON	PER	my	uva.x000083545	109
-1	11	11	PRON	PER	him	uva.x000083545	109
2	14	16	PROP	PER	Reporter Bernice Cosulich	uva.x000083545	109
-1	14	21	NOM	PER	Reporter Bernice Cosulich of the Arizona Daily Star	uva.x000083545	109
-1	18	21	NOM	PER	the Arizona Daily Star	uva.x000083545	109
0	27	27	PRON	PER	me	uva.x000083545	109
-1	32	32	PRON	PER	She	uva.x000083545	109
1	42	42	PROP	GPE	Shasta	uva.x000083545	109
-1	0	7	NOM	PER	Most of the members of the Gooley Club	mdp.39015053751635	276
-1	2	7	NOM	PER	the members of the Gooley Club	mdp.39015053751635	276
1	5	7	PROP	ORG	the Gooley Club	mdp.39015053751635	276
-1	9	9	NOM	PER	doctors	mdp.39015053751635	276
-1	11	11	NOM	PER	lawyers	mdp.39015053751635	276
-1	13	14	NOM	PER	wealthy businessmen	mdp.39015053751635	276
-1	18	20	NOM	ORG	the Gooley Club	mdp.39015053751635	276
0	27	27	PRON	PER	my	mdp.39015053751635	276
-1	27	28	NOM	PER	my father	mdp.39015053751635	276
-1	36	40	NOM	PER	many of the other members	mdp.39015053751635	276
-1	38	40	NOM	PER	the other members	mdp.39015053751635	276
-1	42	42	NOM	PER	customers	mdp.39015053751635	276
-1	42	51	NOM	PER	customers who had their trophies mounted by Bruchac 's Taxidermy	mdp.39015053751635	276
-1	45	45	PRON	PER	their	mdp.39015053751635	276
4	49	49	PROP	PER	Bruchac	mdp.39015053751635	276
-1	55	55	NOM	LOC	mountains	mdp.39015053751635	276
-1	59	66	NOM	LOC	a dozen lakes on the Gooley Club land	mdp.39015053751635	276
-1	63	66	NOM	FAC	the Gooley Club land	mdp.39015053751635	276
-1	69	69	PRON	FAC	it	mdp.39015053751635	276
-1	71	81	NOM	LOC	the place where the Cedar River flowed into the Upper Hudson	mdp.39015053751635	276
2	74	76	PROP	LOC	the Cedar River	mdp.39015053751635	276
3	79	81	PROP	LOC	the Upper Hudson	mdp.39015053751635	276
0	0	0	PROP	PER	Jim	wu.89060396363	076
-1	8	8	PRON	PER	he	wu.89060396363	076
1	10	10	PROP	PER	Albert	wu.89060396363	076
-1	16	16	PRON	PER	he	wu.89060396363	076
-1	21	21	PRON	PER	he	wu.89060396363	076
1	29	29	PROP	PER	Albert	wu.89060396363	076
-1	33	33	PRON	PER	he	wu.89060396363	076
1	46	46	PROP	PER	Albert	wu.89060396363	076
-1	56	56	PRON	PER	He	wu.89060396363	076
0	60	60	PROP	PER	Jim	wu.89060396363	076
-1	71	71	PRON	PER	we	wu.89060396363	076
-1	74	75	NOM	PER	the chaser	wu.89060396363	076
2	87	87	PROP	PER	Zed	wu.89060396363	076
-1	99	99	PRON	PER	He	wu.89060396363	076
-1	107	107	PRON	PER	he	wu.89060396363	076
3	111	111	PROP	PER	Hi	wu.89060396363	076
0	113	113	PROP	PER	Jim	wu.89060396363	076
-1	115	115	PRON	PER	you	wu.89060396363	076
-1	120	120	PRON	PER	you	wu.89060396363	076
0	134	134	PROP	PER	Jim	wu.89060396363	076
2	142	142	PROP	PER	Zed	wu.89060396363	076
-1	152	152	PRON	PER	I	wu.89060396363	076
2	0	3	PROP	PER	The Lac Simon Indians	wu.89060396363	082
3	5	5	PROP	PER	Archie	wu.89060396363	082
-1	20	20	PRON	PER	they	wu.89060396363	082
-1	22	22	PRON	PER	him	wu.89060396363	082
-1	24	24	PRON	PER	their	wu.89060396363	082
-1	30	30	PRON	PER	he	wu.89060396363	082
-1	40	40	PRON	PER	We	wu.89060396363	082
-1	42	43	NOM	VEH	the canoe	wu.89060396363	082
0	46	46	PROP	GPE	Senneterre	wu.89060396363	082
1	48	50	PROP	LOC	the Nottaway River	wu.89060396363	082
2	54	55	PROP	PER	Lac Simon	wu.89060396363	082
-1	69	69	PRON	PER	we	wu.89060396363	082
4	77	77	PROP	PER	Nuna	wu.89060396363	082
-1	79	82	NOM	VEH	a powerful outboard motor	wu.89060396363	082
9	1	1	PROP	PER	Benito	uva.x000083545	136
-1	4	4	PRON	PER	He	uva.x000083545	136
-1	10	10	NOM	FAC	home	uva.x000083545	136
-1	12	12	PRON	PER	his	uva.x000083545	136
-1	12	15	NOM	PER	his parents in Cochise	uva.x000083545	136
1	15	15	PROP	GPE	Cochise	uva.x000083545	136
-1	18	18	PRON	PER	he	uva.x000083545	136
-1	24	24	PRON	PER	his	uva.x000083545	136
10	29	29	PROP	PER	Nelson	uva.x000083545	136
-1	31	38	NOM	PER	a white man who was in the gang	uva.x000083545	136
-1	37	38	NOM	PER	the gang	uva.x000083545	136
-1	44	44	PRON	PER	us	uva.x000083545	136
0	47	47	PRON	PER	I	uva.x000083545	136
10	53	53	PROP	PER	Nelson	uva.x000083545	136
-1	55	55	PRON	PER	them	uva.x000083545	136
10	59	59	PROP	PER	Nelson	uva.x000083545	136
-1	61	61	NOM	FAC	home	uva.x000083545	136
9	63	63	PROP	PER	Benito	uva.x000083545	136
-1	67	67	NOM	FAC	home	uva.x000083545	136
-1	71	71	PRON	PER	he	uva.x000083545	136
0	75	75	PRON	PER	me	uva.x000083545	136
-1	77	77	PRON	PER	his	uva.x000083545	136
-1	77	78	NOM	PER	his parents	uva.x000083545	136
1	80	80	PROP	GPE	Cochise	uva.x000083545	136
0	82	82	PRON	PER	I	uva.x000083545	136
-1	84	85	NOM	PER	the roadmaster	uva.x000083545	136
-1	88	88	PRON	PER	he	uva.x000083545	136
-1	91	91	PRON	PER	us	uva.x000083545	136
1	95	95	PROP	GPE	Cochise	uva.x000083545	136
0	100	100	PRON	PER	I	uva.x000083545	136
2	110	110	PROP	GPE	Globe	uva.x000083545	136
0	116	116	PRON	PER	me	uva.x000083545	136
-1	124	124	PRON	PER	we	uva.x000083545	136
1	127	127	PROP	GPE	Cochise	uva.x000083545	136
9	129	129	PROP	PER	Benito	uva.x000083545	136
-1	129	131	NOM	PER	Benito 's parents	uva.x000083545	136
-1	133	134	NOM	PER	The foreman	uva.x000083545	136
11	136	136	PROP	PER	Jimmie	uva.x000083545	136
0	144	144	PRON	PER	I	uva.x000083545	136
3	148	148	PROP	GPE	Dragoon	uva.x000083545	136
0	150	150	PRON	PER	I	uva.x000083545	136
-1	153	154	NOM	FAC	one room	uva.x000083545	136
0	158	158	PRON	PER	my	uva.x000083545	136
-1	167	168	NOM	PER	the roadmaster	uva.x000083545	136
0	170	170	PRON	PER	me	uva.x000083545	136
-1	182	182	PRON	PER	they	uva.x000083545	136
3	186	186	PROP	GPE	Dragoon	uva.x000083545	136
4	188	190	PROP	FAC	Stein 's Pass	uva.x000083545	136
5	192	193	PROP	GPE	New Mexico	uva.x000083545	136
6	196	197	PROP	GPE	San Simon	uva.x000083545	136
7	199	199	PROP	GPE	Arizona	uva.x000083545	136
12	202	202	PROP	PER	Gary	uva.x000083545	136
5	204	205	PROP	GPE	New Mexico	uva.x000083545	136
12	207	207	PROP	PER	Gary	uva.x000083545	136
